state,statecode,district_code,cdid,candidate_name,party,winner,incumbent,votes,percent,p_per
Kentucky,21,04,2104,Lehman,Democratic,False,False,79977,0.31,-0.31
Kentucky,21,04,2104,Osborne,,False,False,10111,0.039,0.039
Kentucky,21,05,2105,Rogers,Republican,True,True,177714,0.822,0.822
Kentucky,21,05,2105,Halbleib,Democratic,False,False,38549,0.178,-0.178
Kentucky,21,06,2106,Barr,Republican,True,True,154760,0.651,0.651
Kentucky,21,06,2106,Young,Democratic,False,False,83003,0.349,-0.349
Louisiana,22,01,2201,Scalise,Republican,True,True,177642,0.728,0.728
Louisiana,22,01,2201,Darling,Democratic,False,False,61458,0.252,-0.252
Louisiana,22,01,2201,Kearney,Libertarian,False,False,4906,0.02,0.02
Louisiana,22,02,2202,Carter,Democratic,True,True,158120,0.771,-0.771
Louisiana,22,02,2202,Lux,Republican,False,False,46926,0.229,0.229
Louisiana,22,03,2203,Higgins,Republican,True,True,144423,0.643,0.643
Louisiana,22,03,2203,Hoggatt,Republican,False,False,24474,0.109,0.109
Louisiana,22,03,2203,LeBlanc,Democratic,False,False,23641,0.105,-0.105
Louisiana,22,03,2203,LeBrun,Democratic,False,False,21172,0.094,-0.094
Louisiana,22,03,2203,Payne,Republican,False,False,4012,0.018,0.018
Louisiana,22,03,2203,Wiggins,,False,False,3255,0.014,0.014
Louisiana,22,03,2203,Shaheen,Republican,False,False,1955,0.009,0.009
Louisiana,22,03,2203,McLendon,Libertarian,False,False,1620,0.007,0.007
Louisiana,22,04,2204,Johnson,Republican,True,True,0,1.0,1.0
Louisiana,22,05,2205,Letlow,Republican,True,True,151080,0.676,0.676
Louisiana,22,05,2205,Dantzler,Democratic,False,False,35149,0.157,-0.157
Louisiana,22,05,2205,Huff,Democratic,False,False,19383,0.087,-0.087
Louisiana,22,05,2205,Guillory,Republican,False,False,12159,0.054,0.054
Louisiana,22,05,2205,Pullen,Republican,False,False,5782,0.026,0.026
Louisiana,22,06,2206,Graves,Republican,True,True,189684,0.804,0.804
Louisiana,22,06,2206,Craig,Libertarian,False,False,30709,0.13,0.13
Louisiana,22,06,2206,Belzer,Republican,False,False,15535,0.066,0.066
Maine,23,01,2301,Pingree,Democratic,True,True,218630,0.628,-0.628
Maine,23,01,2301,Thelander,Republican,False,False,128996,0.371,0.371
Maine,23,01,2301,Total Write-Ins,,False,False,362,0.001,0.001
Maine,23,02,2302,Golden,Democratic,True,True,165136,0.531,-0.531
Maine,23,02,2302,Poliquin,Republican,False,False,146142,0.469,0.469
Maine,23,02,2302,Bond,,False,False,0,0.0,0.0
Maryland,24,01,2401,Harris,Republican,True,True,159673,0.545,0.545
Maryland,24,01,2401,Mizeur,Democratic,False,False,126511,0.432,-0.432
Maryland,24,01,2401,Thibeault,Libertarian,False,False,6924,0.024,0.024
Maryland,24,02,2402,Ruppersberger,Democratic,True,True,159000,0.593,-0.593
Maryland,24,02,2402,Ambrose,Republican,False,False,109081,0.407,0.407
Maryland,24,03,2403,Sarbanes,Democratic,True,True,175514,0.602,-0.602
Maryland,24,03,2403,Morgan,Republican,False,False,115801,0.398,0.398
Maryland,24,04,2404,Ivey,Democratic,True,False,144204,0.903,-0.903
Maryland,24,04,2404,Warner,Republican,False,False,15441,0.097,0.097
Maryland,24,05,2405,Hoyer,Democratic,True,True,182478,0.66,-0.66
Maryland,24,05,2405,Palombi,Republican,False,False,94000,0.34,0.34
Maryland,24,06,2406,Trone,Democratic,True,True,140295,0.548,-0.548
Maryland,24,06,2406,Parrott,Republican,False,False,115771,0.452,0.452
Maryland,24,07,2407,Mfume,Democratic,True,True,151640,0.822,-0.822
Maryland,24,07,2407,Collier,Republican,False,False,32737,0.178,0.178
Maryland,24,08,2408,Raskin,Democratic,True,True,211842,0.803,-0.803
Maryland,24,08,2408,Coll,Republican,False,False,47965,0.182,0.182
Maryland,24,08,2408,Garcia,Libertarian,False,False,4125,0.016,0.016
Massachusetts,25,01,2501,Neal,Democratic,True,True,153402,0.614,-0.614
Massachusetts,25,01,2501,Martilli,Republican,False,False,96499,0.386,0.386
Massachusetts,25,02,2502,McGovern,Democratic,True,True,178472,0.662,-0.662
Massachusetts,25,02,2502,Sossa-Paquette,Republican,False,False,91100,0.338,0.338
Massachusetts,25,03,2503,Trahan,Democratic,True,True,145507,0.638,-0.638
Massachusetts,25,03,2503,Tran,Republican,False,False,82628,0.362,0.362
Massachusetts,25,04,2504,Auchincloss,Democratic,True,True,0,1.0,-1.0
Massachusetts,25,05,2505,Clark,Democratic,True,True,198617,0.738,-0.738
Massachusetts,25,05,2505,Colarusso,Republican,False,False,70694,0.262,0.262
Massachusetts,25,06,2506,Moulton,Democratic,True,True,190062,0.627,-0.627
Massachusetts,25,06,2506,May,Republican,False,False,107496,0.354,0.354
Massachusetts,25,06,2506,Tashjian,Libertarian,False,False,5727,0.019,0.019
Massachusetts,25,07,2507,Pressley,Democratic,True,True,144902,0.845,-0.845
Massachusetts,25,07,2507,Palmer,Republican,False,False,26481,0.155,0.155
Massachusetts,25,08,2508,Lynch,Democratic,True,True,184084,0.695,-0.695
Massachusetts,25,08,2508,Burke,Republican,False,False,80961,0.305,0.305
Massachusetts,25,09,2509,Keating,Democratic,True,True,193426,0.594,-0.594
Massachusetts,25,09,2509,Brown,Republican,False,False,131936,0.406,0.406
Michigan,26,01,2601,Bergman,Republican,True,True,231652,0.599,0.599
Michigan,26,01,2601,Lorinser,Democratic,False,False,144952,0.375,-0.375
Michigan,26,01,2601,Hakola,,False,False,5480,0.014,0.014
Michigan,26,01,2601,Gale,Libertarian,False,False,4569,0.012,0.012
Michigan,26,02,2602,Moolenaar,Republican,True,True,215092,0.637,0.637
Michigan,26,02,2602,Hilliard,Democratic,False,False,115710,0.343,-0.343
Michigan,26,02,2602,Hewer,Libertarian,False,False,6818,0.02,0.02
Michigan,26,03,2603,Scholten,Democratic,True,False,186109,0.548,-0.548
Michigan,26,03,2603,Gibbs,Republican,False,False,142321,0.419,0.419
Michigan,26,03,2603,Lewis,Libertarian,False,False,6718,0.02,0.02
Michigan,26,03,2603,Palus,,False,False,4192,0.012,0.012
Michigan,26,04,2604,Huizenga,Republican,True,True,185778,0.544,0.544
Michigan,26,04,2604,Alfonso,Democratic,False,False,145041,0.425,-0.425
Michigan,26,04,2604,Wenke,Libertarian,False,False,8525,0.025,0.025
Michigan,26,04,2604,Clark,,False,False,2260,0.007,0.007
Michigan,26,05,2605,Walberg,Republican,True,True,196498,0.625,0.625
Michigan,26,05,2605,Goldberg,Democratic,False,False,109549,0.349,-0.349
Michigan,26,05,2605,Peterson,Libertarian,False,False,5089,0.016,0.016
Michigan,26,05,2605,Scott,,False,False,3116,0.01,0.01
Michigan,26,06,2606,Dingell,Democratic,True,True,241763,0.659,-0.659
Michigan,26,06,2606,Williams,Republican,False,False,125168,0.341,0.341
Michigan,26,07,2607,Slotkin,Democratic,True,True,192828,0.517,-0.517
Michigan,26,07,2607,Barrett,Republican,False,False,172619,0.463,0.463
Michigan,26,07,2607,Dailey,Libertarian,False,False,7276,0.02,0.02
Michigan,26,08,2608,Kildee,Democratic,True,True,178318,0.531,-0.531
Michigan,26,08,2608,Junge,Republican,False,False,143845,0.428,0.428
Michigan,26,08,2608,Goodwin,,False,False,9077,0.027,0.027
Michigan,26,08,2608,Canny,Libertarian,False,False,4580,0.014,0.014
Michigan,26,09,2609,McClain,Republican,True,True,238289,0.639,0.639
Michigan,26,09,2609,Jaye,Democratic,False,False,123692,0.332,-0.332
Michigan,26,09,2609,Walkowicz,,False,False,6570,0.018,0.018
Michigan,26,09,2609,Kelts,Libertarian,False,False,4349,0.012,0.012
Michigan,26,10,2610,James,Republican,True,False,159203,0.488,0.488
Michigan,26,10,2610,Marlinga,Democratic,False,False,157602,0.483,-0.483
Michigan,26,10,2610,Kirby,,False,False,5905,0.018,0.018
Michigan,26,10,2610,Saliba,Libertarian,False,False,3524,0.011,0.011
Michigan,26,11,2611,Stevens,Democratic,True,True,224080,0.613,-0.613
Michigan,26,11,2611,Ambrose,Republican,False,False,141312,0.387,0.387
Michigan,26,12,2612,Tlaib,Democratic,True,True,196601,0.708,-0.708
Michigan,26,12,2612,Elliott,Republican,False,False,72889,0.263,0.263
Michigan,26,12,2612,Walkowicz,,False,False,8046,0.029,0.029
Michigan,26,13,2613,Thanedar,Democratic,True,False,166203,0.711,-0.711
Michigan,26,13,2613,Bivings,Republican,False,False,56111,0.24,0.24
Michigan,26,13,2613,Coleman,,False,False,8811,0.038,0.038
Michigan,26,13,2613,Dardzinski,,False,False,2763,0.012,0.012
Minnesota,27,01,2701,Finstad,Republican,True,True,159621,0.539,0.539
Minnesota,27,01,2701,Ettinger,Democratic,False,False,125457,0.423,-0.423
Minnesota,27,01,2701,Reisdorf,,False,False,6389,0.022,0.022
Minnesota,27,01,2701,Abrahamson,,False,False,4943,0.017,0.017
Minnesota,27,02,2702,Craig,Democratic,True,True,165583,0.51,-0.51
Minnesota,27,02,2702,Kistner,Republican,False,False,148576,0.457,0.457
Minnesota,27,02,2702,Overby,,False,False,10728,0.033,0.033
Minnesota,27,03,2703,Phillips,Democratic,True,True,198883,0.596,-0.596
Minnesota,27,03,2703,Weiler,Republican,False,False,134797,0.404,0.404
Minnesota,27,04,2704,McCollum,Democratic,True,True,200055,0.677,-0.677
Minnesota,27,04,2704,Xiong,Republican,False,False,95493,0.323,0.323
Minnesota,27,05,2705,Omar,Democratic,True,True,214224,0.752,-0.752
Minnesota,27,05,2705,Davis,Republican,False,False,70702,0.248,0.248
Minnesota,27,06,2706,Emmer,Republican,True,True,198145,0.621,0.621
Minnesota,27,06,2706,Hendricks,Democratic,False,False,120852,0.379,-0.379
Minnesota,27,07,2707,Fischbach,Republican,True,True,204766,0.67,0.67
Minnesota,27,07,2707,Abahsain,Democratic,False,False,84455,0.276,-0.276
Minnesota,27,07,2707,Johnson,,False,False,16421,0.054,0.054
Minnesota,27,08,2708,Stauber,Republican,True,True,188755,0.572,0.572
Minnesota,27,08,2708,Schultz,Democratic,False,False,141009,0.428,-0.428
Mississippi,28,01,2801,Kelly,Republican,True,True,122152,0.73,0.73
Mississippi,28,01,2801,Black,Democratic,False,False,45238,0.27,-0.27
Mississippi,28,02,2802,Thompson,Democratic,True,True,108285,0.601,-0.601
Mississippi,28,02,2802,Flowers,Republican,False,False,71884,0.399,0.399
Mississippi,28,03,2803,Guest,Republican,True,True,132481,0.707,0.707
Mississippi,28,03,2803,Young,Democratic,False,False,54803,0.293,-0.293
Mississippi,28,04,2804,Ezell,Republican,True,False,127813,0.733,0.733
Mississippi,28,04,2804,DuPree,Democratic,False,False,42876,0.246,-0.246
Mississippi,28,04,2804,Johnson,Libertarian,False,False,3569,0.02,0.02
Missouri,29,01,2901,Bush,Democratic,True,True,160042,0.728,-0.728
Missouri,29,01,2901,Jones,Republican,False,False,53572,0.244,0.244
Missouri,29,01,2901,Zsidisin,Libertarian,False,False,6166,0.028,0.028
Missouri,29,02,2902,Wagner,Republican,True,True,173035,0.549,0.549
Missouri,29,02,2902,Gunby,Democratic,False,False,135639,0.43,-0.43
Missouri,29,02,2902,Slantz,Libertarian,False,False,6486,0.021,0.021
Missouri,29,03,2903,Luetkemeyer,Republican,True,True,180358,0.652,0.652
Missouri,29,03,2903,Mann,Democratic,False,False,96465,0.348,-0.348
Missouri,29,04,2904,Alford,Republican,True,False,181023,0.713,0.713
Missouri,29,04,2904,Truman,Democratic,False,False,66671,0.263,-0.263
Missouri,29,04,2904,Langkraehr,Libertarian,False,False,6090,0.024,0.024
Missouri,29,05,2905,Cleaver,Democratic,True,True,139882,0.609,-0.609
Missouri,29,05,2905,Turk,Republican,False,False,83794,0.365,0.365
Missouri,29,05,2905,Dominick,Libertarian,False,False,5830,0.025,0.025
Missouri,29,06,2906,Graves,Republican,True,True,184070,0.703,0.703
Missouri,29,06,2906,Martin,Democratic,False,False,71939,0.275,-0.275
Missouri,29,06,2906,Maidment,Libertarian,False,False,5745,0.022,0.022
Missouri,29,07,2907,Burlison,Republican,True,False,177957,0.709,0.709
Missouri,29,07,2907,Radaker-Sheafer,Democratic,False,False,67082,0.267,-0.267
Missouri,29,07,2907,Craig,Libertarian,False,False,5839,0.023,0.023
Missouri,29,08,2908,Smith,Republican,True,True,186259,0.76,0.76
Missouri,29,08,2908,McCallian,Democratic,False,False,53661,0.219,-0.219
Missouri,29,08,2908,Higgins,Libertarian,False,False,5175,0.021,0.021
Montana,30,01,3001,Zinke,Republican,True,False,123102,0.496,0.496
Montana,30,01,3001,Tranel,Democratic,False,False,115265,0.465,-0.465
Montana,30,01,3001,Lamb,Libertarian,False,False,9593,0.039,0.039
Montana,30,02,3002,Rosendale,Republican,True,True,121979,0.566,0.566
Montana,30,02,3002,Buchanan,,False,False,47195,0.219,0.219
Montana,30,02,3002,Ronning,Democratic,False,False,43480,0.202,-0.202
Montana,30,02,3002,Rankin,Libertarian,False,False,3018,0.014,0.014
Nebraska,31,01,3101,Flood,Republican,True,True,127671,0.581,0.581
Nebraska,31,01,3101,Pansing Brooks,Democratic,False,False,91940,0.419,-0.419
Nebraska,31,02,3102,Bacon,Republican,True,True,111388,0.515,0.515
Nebraska,31,02,3102,Vargas,Democratic,False,False,104868,0.485,-0.485
Nebraska,31,03,3103,Smith,Republican,True,True,171967,0.783,0.783
Nebraska,31,03,3103,Else,Democratic,False,False,34703,0.158,-0.158
Nebraska,31,03,3103,Elworth,,False,False,12915,0.059,0.059
Nevada,32,01,3201,Titus,Democratic,True,True,114916,0.516,-0.516
Nevada,32,01,3201,Robertson,Republican,False,False,102355,0.459,0.459
Nevada,32,01,3201,Cavanaugh,Libertarian,False,False,5502,0.025,0.025
Nevada,32,02,3202,Amodei,Republican,True,True,181689,0.597,0.597
Nevada,32,02,3202,Krause,Democratic,False,False,115186,0.379,-0.379
Nevada,32,02,3202,Best,,False,False,4076,0.013,0.013
Nevada,32,02,3202,Baber,Libertarian,False,False,3351,0.011,0.011
Nevada,32,03,3203,Lee,Democratic,True,True,130237,0.52,-0.52
Nevada,32,03,3203,Becker,Republican,False,False,120102,0.48,0.48
Nevada,32,04,3204,Horsford,Democratic,True,True,115836,0.524,-0.524
Nevada,32,04,3204,Peters,Republican,False,False,105037,0.476,0.476
New Hampshire,33,01,3301,Pappas,Democratic,True,True,166852,0.54,-0.54
New Hampshire,33,01,3301,Leavitt,Republican,False,False,141899,0.46,0.46
New Hampshire,33,02,3302,McLane Kuster,Democratic,True,True,171733,0.559,-0.559
New Hampshire,33,02,3302,Burns,Republican,False,False,135567,0.441,0.441
New Jersey,34,01,3401,Norcross,Democratic,True,True,139559,0.623,-0.623
New Jersey,34,01,3401,Gustafson,Republican,False,False,78794,0.352,0.352
New Jersey,34,01,3401,Kline,,False,False,3343,0.015,0.015
New Jersey,34,01,3401,Fletcher,,False,False,1546,0.007,0.007
New Jersey,34,01,3401,Cannon,,False,False,642,0.003,0.003
New Jersey,34,02,3402,Van Drew,Republican,True,True,139216,0.589,0.589
New Jersey,34,02,3402,Alexander,Democratic,False,False,94521,0.4,-0.4
New Jersey,34,02,3402,Gallo,,False,False,1825,0.008,0.008
New Jersey,34,02,3402,Sanchez,,False,False,920,0.004,0.004
New Jersey,34,03,3403,Kim,Democratic,True,True,150497,0.555,-0.555
New Jersey,34,03,3403,Healey,Republican,False,False,118413,0.436,0.436
New Jersey,34,03,3403,Russomanno,,False,False,1347,0.005,0.005
New Jersey,34,03,3403,Sobocinski,,False,False,1116,0.004,0.004
New Jersey,34,04,3404,Smith,Republican,True,True,173288,0.669,0.669
New Jersey,34,04,3404,Jenkins,Democratic,False,False,81233,0.314,-0.314
New Jersey,34,04,3404,Cullen,,False,False,1902,0.007,0.007
New Jersey,34,04,3404,Schmidt,,False,False,1197,0.005,0.005
New Jersey,34,04,3404,Schroeder,,False,False,905,0.003,0.003
New Jersey,34,04,3404,Daniels,,False,False,437,0.002,0.002
New Jersey,34,05,3405,Gottheimer,Democratic,True,True,145559,0.547,-0.547
New Jersey,34,05,3405,Pallotta,Republican,False,False,117873,0.443,0.443
New Jersey,34,05,3405,Marcus,,False,False,1193,0.004,0.004
New Jersey,34,05,3405,Ferrigno,,False,False,700,0.003,0.003
New Jersey,34,05,3405,Vellucci,,False,False,618,0.002,0.002
New Jersey,34,06,3406,Pallone,Democratic,True,True,106238,0.575,-0.575
New Jersey,34,06,3406,Kiley,Republican,False,False,75839,0.41,0.41
New Jersey,34,06,3406,Fisher,,False,False,1361,0.007,0.007
New Jersey,34,06,3406,Soni,,False,False,947,0.005,0.005
New Jersey,34,06,3406,Antisell,,False,False,534,0.003,0.003
New Jersey,34,07,3407,Kean Jr.,Republican,True,False,159392,0.514,0.514
New Jersey,34,07,3407,Malinowski,Democratic,False,True,150701,0.486,-0.486
New Jersey,34,08,3408,Menendez,Democratic,True,False,78371,0.736,-0.736
New Jersey,34,08,3408,Arroyo,Republican,False,False,24956,0.234,0.234
New Jersey,34,08,3408,Kuniansky,,False,False,1016,0.01,0.01
New Jersey,34,08,3408,Delaney,,False,False,758,0.007,0.007
New Jersey,34,08,3408,Cook,,False,False,714,0.007,0.007
New Jersey,34,08,3408,Olivera,,False,False,399,0.004,0.004
New Jersey,34,08,3408,Salierno,,False,False,246,0.002,0.002
New Jersey,34,09,3409,Pascrell,Democratic,True,True,82457,0.55,-0.55
New Jersey,34,09,3409,Prempeh,Republican,False,False,65365,0.436,0.436
New Jersey,34,09,3409,Sherman,,False,False,1108,0.007,0.007
New Jersey,34,09,3409,Armstrong,,False,False,1054,0.007,0.007
New Jersey,34,10,3410,Payne Jr.,Democratic,True,True,100644,0.776,-0.776
New Jersey,34,10,3410,Pinckney,Republican,False,False,25984,0.2,0.2
New Jersey,34,10,3410,Johnson,,False,False,1989,0.015,0.015
New Jersey,34,10,3410,Ludden,,False,False,634,0.005,0.005
New Jersey,34,10,3410,Childress,,False,False,380,0.003,0.003
New Jersey,34,11,3411,Sherrill,Democratic,True,True,161238,0.59,-0.59
New Jersey,34,11,3411,DeGroot,Republican,False,False,109944,0.402,0.402
New Jersey,34,11,3411,Biasco,,False,False,2276,0.008,0.008
New Jersey,34,12,3412,Watson Coleman,Democratic,True,True,125127,0.631,-0.631
New Jersey,34,12,3412,Mayfield,Republican,False,False,71175,0.359,0.359
New Jersey,34,12,3412,Genrich,,False,False,1925,0.01,0.01
New Mexico,35,01,3501,Stansbury,Democratic,True,True,156386,0.558,-0.558
New Mexico,35,01,3501,Garcia Holmes,Republican,False,False,124115,0.442,0.442
New Mexico,35,02,3502,Vasquez,Democratic,True,False,96984,0.503,-0.503
New Mexico,35,02,3502,Herrell,Republican,False,True,95638,0.497,0.497
New Mexico,35,03,3503,Leger Fernandez,Democratic,True,True,134195,0.582,-0.582
New Mexico,35,03,3503,Martinez Johnson,Republican,False,False,96560,0.418,0.418
New York,36,01,3601,LaLota,Republican,True,False,173275,0.559,0.559
New York,36,01,3601,Fleming,Democratic,False,False,136899,0.441,-0.441
New York,36,02,3602,Garbarino,Republican,True,True,148654,0.61,0.61
New York,36,02,3602,Gordon,Democratic,False,False,95217,0.39,-0.39
New York,36,03,3603,Santos,Republican,True,False,142673,0.541,0.541
New York,36,03,3603,Zimmerman,Democratic,False,False,121094,0.459,-0.459
New York,36,04,3604,D'Esposito,Republican,True,False,139063,0.519,0.519
New York,36,04,3604,Gillen,Democratic,False,False,129077,0.481,-0.481
New York,36,05,3605,Meeks,Democratic,True,True,97981,0.752,-0.752
New York,36,05,3605,King,Republican,False,False,32393,0.248,0.248
New York,36,06,3606,Meng,Democratic,True,True,79506,0.633,-0.633
New York,36,06,3606,Zmich,Republican,False,False,46188,0.367,0.367
New York,36,07,3607,Velazquez,Democratic,True,True,111968,0.805,-0.805
New York,36,07,3607,Pagan,Republican,False,False,27142,0.195,0.195
New York,36,08,3608,Jeffries,Democratic,True,True,93295,0.724,-0.724
New York,36,08,3608,Dashevsky,Republican,False,False,35486,0.276,0.276
New York,36,09,3609,Clarke,Democratic,True,True,111162,0.822,-0.822
New York,36,09,3609,Raitport,,False,False,24143,0.178,0.178
New York,36,10,3610,Goldman,Democratic,True,False,149261,0.839,-0.839
New York,36,10,3610,Hamdan,Republican,False,False,27230,0.153,0.153
New York,36,10,3610,Speer,,False,False,1357,0.008,0.008
New York,36,11,3611,Malliotakis,Republican,True,True,113485,0.621,0.621
New York,36,11,3611,Rose,Democratic,False,False,69241,0.379,-0.379
New York,36,12,3612,Nadler,Democratic,True,True,186357,0.817,-0.817
New York,36,12,3612,Zumbluskas,Republican,False,False,41264,0.181,0.181
New York,36,12,3612,Itkis,,False,False,583,0.003,0.003
New York,36,13,3613,Espaillat,Democratic,True,True,0,1.0,-1.0
New York,36,14,3614,Ocasio-Cortez,Democratic,True,True,78788,0.706,-0.706
New York,36,14,3614,Forte,Republican,False,False,30661,0.275,0.275
New York,36,14,3614,Cuellar,,False,False,2128,0.019,0.019
New York,36,15,3615,Torres,Democratic,True,True,72610,0.826,-0.826
New York,36,15,3615,Sapaskis,Republican,False,False,15265,0.174,0.174
New York,36,16,3616,Bowman,Democratic,True,True,131550,0.642,-0.642
New York,36,16,3616,Flisser,Republican,False,False,73385,0.358,0.358
New York,36,17,3617,Lawler,Republican,True,False,142206,0.504,0.504
New York,36,17,3617,Maloney,Democratic,False,True,139892,0.496,-0.496
New York,36,18,3618,Ryan,Democratic,True,True,132365,0.505,-0.505
New York,36,18,3618,Schmitt,Republican,False,False,129757,0.495,0.495
New York,36,19,3619,Molinaro,Republican,True,False,144075,0.511,0.511
New York,36,19,3619,Riley,Democratic,False,False,137873,0.489,-0.489
New York,36,20,3620,Tonko,Democratic,True,True,159015,0.55,-0.55
New York,36,20,3620,Joy,Republican,False,False,130012,0.45,0.45
New York,36,21,3621,Stefanik,Republican,True,True,166536,0.594,0.594
New York,36,21,3621,Castelli,Democratic,False,False,113882,0.406,-0.406
New York,36,22,3622,Williams,Republican,True,False,135061,0.505,0.505
New York,36,22,3622,Conole,Democratic,False,False,132432,0.495,-0.495
New York,36,23,3623,Langworthy,Republican,True,False,189790,0.65,0.65
New York,36,23,3623,Della Pia,Democratic,False,False,102323,0.35,-0.35
New York,36,24,3624,Tenney,Republican,True,True,181679,0.664,0.664
New York,36,24,3624,Holden,Democratic,False,False,91793,0.336,-0.336
New York,36,25,3625,Morelle,Democratic,True,True,148681,0.536,-0.536
New York,36,25,3625,Singletary,Republican,False,False,128502,0.464,0.464
New York,36,26,3626,Higgins,Democratic,True,True,154477,0.639,-0.639
New York,36,26,3626,Sams,Republican,False,False,87189,0.361,0.361
North Carolina,37,01,3701,Davis,Democratic,True,False,134996,0.524,-0.524
North Carolina,37,01,3701,Smith,Republican,False,False,122780,0.476,0.476
North Carolina,37,02,3702,Ross,Democratic,True,True,190714,0.647,-0.647
North Carolina,37,02,3702,Villaverde,Republican,False,False,104155,0.353,0.353
North Carolina,37,03,3703,Murphy,Republican,True,True,166520,0.669,0.669
North Carolina,37,03,3703,Gaskins,Democratic,False,False,82378,0.331,-0.331
North Carolina,37,04,3704,Foushee,Democratic,True,False,194983,0.669,-0.669
North Carolina,37,04,3704,Geels,Republican,False,False,96442,0.331,0.331
North Carolina,37,05,3705,Foxx,Republican,True,True,175279,0.632,0.632
North Carolina,37,05,3705,Parrish,Democratic,False,False,102269,0.368,-0.368
North Carolina,37,06,3706,Manning,Democratic,True,True,139553,0.539,-0.539
North Carolina,37,06,3706,Castelli,Republican,False,False,116635,0.45,0.45
North Carolina,37,06,3706,Watercott,Libertarian,False,False,2810,0.011,0.011
North Carolina,37,07,3707,Rouzer,Republican,True,True,164047,0.577,0.577
North Carolina,37,07,3707,Graham,Democratic,False,False,120222,0.423,-0.423
North Carolina,37,08,3708,Bishop,Republican,True,True,183998,0.699,0.699
North Carolina,37,08,3708,Huffman,Democratic,False,False,79192,0.301,-0.301
North Carolina,37,09,3709,Hudson,Republican,True,True,131453,0.565,0.565
North Carolina,37,09,3709,Clark,Democratic,False,False,101202,0.435,-0.435
North Carolina,37,10,3710,McHenry,Republican,True,True,194681,0.727,0.727
North Carolina,37,10,3710,Genant,Democratic,False,False,73174,0.273,-0.273
North Carolina,37,11,3711,Edwards,Republican,True,False,174232,0.538,0.538
North Carolina,37,11,3711,Beach-Ferrara,Democratic,False,False,144165,0.445,-0.445
North Carolina,37,11,3711,Coatney,Libertarian,False,False,5515,0.017,0.017
North Carolina,37,12,3712,Adams,Democratic,True,True,140494,0.627,-0.627
North Carolina,37,12,3712,Lee,Republican,False,False,83415,0.373,0.373
North Carolina,37,13,3713,Nickel,Democratic,True,False,143090,0.516,-0.516
North Carolina,37,13,3713,Hines,Republican,False,False,134256,0.484,0.484
North Carolina,37,14,3714,Jackson,Democratic,True,False,148738,0.577,-0.577
North Carolina,37,14,3714,Harrigan,Republican,False,False,109014,0.423,0.423
North Dakota,38,00,3800,Kelly Armstrong,Republican,True,True,147980,0.623,0.623
North Dakota,38,00,3800,Cara Mund,,False,False,89371,0.377,0.377
Ohio,39,01,3901,Landsman,Democratic,True,False,151418,0.525,-0.525
Ohio,39,01,3901,Chabot,Republican,False,True,137213,0.475,0.475
Ohio,39,02,3902,Wenstrup,Republican,True,True,188300,0.745,0.745
Ohio,39,02,3902,Meadows,Democratic,False,False,64329,0.255,-0.255
Ohio,39,03,3903,Beatty,Democratic,True,True,174846,0.702,-0.702
Ohio,39,03,3903,Stahley,Republican,False,False,74335,0.298,0.298
Ohio,39,04,3904,Jordan,Republican,True,True,196655,0.693,0.693
Ohio,39,04,3904,Wilson,Democratic,False,False,87106,0.307,-0.307
Ohio,39,05,3905,Latta,Republican,True,True,184205,0.67,0.67
Ohio,39,05,3905,Swartz,Democratic,False,False,90614,0.33,-0.33
Ohio,39,06,3906,Johnson,Republican,True,True,186965,0.677,0.677
Ohio,39,06,3906,Lyras,Democratic,False,False,89086,0.323,-0.323
Ohio,39,07,3907,Miller,Republican,True,False,164904,0.554,0.554
Ohio,39,07,3907,Diemer,Democratic,False,False,132548,0.446,-0.446
Ohio,39,08,3908,Davidson,Republican,True,True,177132,0.649,0.649
Ohio,39,08,3908,Enoch,Democratic,False,False,95829,0.351,-0.351
Ohio,39,09,3909,Kaptur,Democratic,True,True,147512,0.565,-0.565
Ohio,39,09,3909,Majewski,Republican,False,False,113363,0.435,0.435
Ohio,39,10,3910,Turner,Republican,True,True,161792,0.622,0.622
Ohio,39,10,3910,Esrati,Democratic,False,False,98383,0.378,-0.378
Ohio,39,11,3911,Brown,Democratic,True,True,162154,0.776,-0.776
Ohio,39,11,3911,Brewer,Republican,False,False,46862,0.224,0.224
Ohio,39,12,3912,Balderson,Republican,True,True,187322,0.695,0.695
Ohio,39,12,3912,Rippel-Elton,Democratic,False,False,82101,0.305,-0.305
Ohio,39,13,3913,Sykes,Democratic,True,False,146621,0.526,-0.526
Ohio,39,13,3913,Gesiotto Gilbert,Republican,False,False,132181,0.474,0.474
Ohio,39,14,3914,Joyce,Republican,True,True,180251,0.619,0.619
Ohio,39,14,3914,Kilboy,Democratic,False,False,111155,0.381,-0.381
Ohio,39,15,3915,Carey,Republican,True,True,140012,0.572,0.572
Ohio,39,15,3915,Josephson,Democratic,False,False,104613,0.428,-0.428
Oklahoma,40,01,4001,Hern,Republican,True,True,142620,0.612,0.612
Oklahoma,40,01,4001,Martin,Democratic,False,False,80835,0.347,-0.347
Oklahoma,40,01,4001,Rogers,,False,False,9693,0.042,0.042
Oklahoma,40,02,4002,Brecheen,Republican,True,False,167687,0.724,0.724
Oklahoma,40,02,4002,Andrews,Democratic,False,False,54149,0.234,-0.234
Oklahoma,40,02,4002,Robinson,,False,False,9623,0.042,0.042
Oklahoma,40,03,4003,Lucas,Republican,True,True,147302,0.745,0.745
