age,marital,balance,housing,loan,duration,campaign,previous,poutcome,deposit
59,married,363,no,no,400,1,0,unknown,yes
38,married,1970,yes,no,701,1,1,success,yes
47,married,1167,yes,no,968,1,5,failure,yes
52,married,193,no,no,381,1,1,failure,yes
38,married,0,yes,no,571,1,0,unknown,yes
29,single,78,no,no,239,1,0,unknown,yes
36,single,1291,no,no,195,1,1,success,yes
58,married,1425,no,no,224,1,0,unknown,yes
31,married,3382,no,no,739,1,0,unknown,yes
59,divorced,5583,yes,no,720,1,0,unknown,yes
47,married,1230,yes,no,412,1,1,success,yes
36,married,96,no,no,208,1,1,success,yes
21,single,224,no,no,871,1,0,unknown,yes
23,single,0,no,no,297,1,6,success,yes
47,married,1730,yes,no,231,1,0,unknown,yes
29,single,697,no,no,365,1,1,success,yes
25,single,943,no,no,512,1,0,unknown,yes
37,married,1458,no,no,281,1,0,unknown,yes
33,married,95,yes,no,335,1,0,unknown,yes
59,married,2308,no,no,815,1,1,other,yes
58,divorced,5701,no,no,354,1,1,success,yes
44,married,1529,yes,no,347,1,0,unknown,yes
48,married,292,no,no,271,1,1,success,yes
34,married,7468,yes,yes,383,1,0,unknown,yes
42,married,1559,no,no,368,1,0,unknown,yes
54,divorced,1693,no,no,1277,1,2,other,yes
42,married,757,no,no,354,1,1,success,yes
42,married,201,yes,no,841,1,2,failure,yes
44,divorced,1070,yes,no,381,1,2,other,yes
37,married,1330,no,no,390,1,0,unknown,yes
29,single,314,no,no,465,1,0,unknown,yes
47,married,677,no,no,900,2,2,failure,yes
24,single,2845,no,no,779,2,0,unknown,yes
34,single,-32,no,yes,246,2,0,unknown,yes
30,single,398,no,no,554,1,2,success,yes
46,married,0,no,no,200,1,2,other,yes
34,married,1337,no,no,442,1,0,unknown,yes
59,married,493,no,no,237,1,0,unknown,yes
35,single,1750,yes,no,687,1,3,success,yes
33,married,4401,no,no,439,1,0,unknown,yes
35,married,193,yes,no,565,1,1,failure,yes
37,married,5106,no,no,244,1,0,unknown,yes
35,single,994,no,no,400,1,2,failure,yes
38,single,1101,no,no,800,1,0,unknown,yes
33,single,129,yes,yes,482,1,1,failure,yes
42,married,6060,yes,no,316,1,2,failure,yes
33,married,55,no,no,526,2,3,failure,yes
53,married,1624,no,no,284,3,3,success,yes
53,married,341,no,no,423,2,0,unknown,yes
31,single,2016,no,no,209,1,0,unknown,yes
26,single,255,no,no,457,1,1,success,yes
30,single,4684,yes,no,268,3,0,unknown,yes
24,single,1052,no,no,354,1,0,unknown,yes
28,single,1808,no,no,309,1,0,unknown,yes
26,single,3511,no,no,439,2,0,unknown,yes
35,married,518,yes,no,616,1,0,unknown,yes
28,single,227,no,no,278,1,0,unknown,yes
30,single,270,no,no,437,1,1,success,yes
32,married,4733,no,no,532,1,0,unknown,yes
52,married,6657,no,no,917,1,0,unknown,yes
38,married,613,no,no,242,1,1,success,yes
34,single,5462,no,no,430,1,0,unknown,yes
29,single,674,no,no,483,1,5,success,yes
30,single,364,no,no,306,2,0,unknown,yes
31,single,181,no,no,325,1,0,unknown,yes
24,single,474,no,no,551,1,0,unknown,yes
25,single,219,no,no,458,1,0,unknown,yes
47,single,86,no,no,387,3,1,success,yes
33,single,1170,no,no,352,1,0,unknown,yes
34,single,18,yes,yes,359,1,0,unknown,yes
36,single,197,no,no,260,1,0,unknown,yes
50,married,938,no,no,780,1,0,unknown,yes
34,single,1228,no,no,580,2,8,success,yes
54,divorced,2156,yes,no,258,1,5,success,yes
47,married,2408,no,no,376,1,0,unknown,yes
31,married,35,no,no,615,1,0,unknown,yes
36,married,393,yes,no,555,2,0,unknown,yes
35,married,618,no,no,951,1,0,unknown,yes
25,single,1608,no,no,664,2,0,unknown,yes
46,married,699,no,no,970,1,1,failure,yes
49,single,5802,no,no,618,2,0,unknown,yes
47,married,2749,yes,no,774,2,1,failure,yes
35,single,1162,no,no,175,1,0,unknown,yes
30,married,776,no,no,861,2,0,unknown,yes
31,single,1619,no,no,327,2,0,unknown,yes
55,married,139,no,no,241,1,0,unknown,yes
25,single,2816,no,no,327,1,0,unknown,yes
26,single,507,no,no,380,1,0,unknown,yes
85,married,98,no,no,416,1,0,unknown,yes
29,single,2753,no,no,645,1,0,unknown,yes
39,married,0,no,no,342,3,3,other,yes
33,single,498,no,no,301,1,0,unknown,yes
33,single,700,no,no,169,1,2,success,yes
58,married,4152,yes,no,750,2,4,other,yes
61,divorced,927,no,no,427,3,0,unknown,yes
50,single,2252,no,no,652,2,0,unknown,yes
54,married,0,no,no,766,3,3,success,yes
33,married,0,no,no,227,2,0,unknown,yes
36,single,728,no,no,230,1,0,unknown,yes
31,single,354,no,no,502,1,2,success,yes
24,single,382,no,no,567,2,0,unknown,yes
29,single,36252,yes,no,501,1,0,unknown,yes
40,married,158,no,no,712,2,0,unknown,yes
29,single,734,yes,yes,259,1,1,other,yes
30,single,305,no,no,633,1,2,success,yes
45,married,10252,no,no,675,2,0,unknown,yes
37,single,3141,no,no,384,2,0,unknown,yes
28,single,236,no,no,193,1,3,failure,yes
33,single,5437,no,no,267,1,1,failure,yes
33,married,133,no,no,218,1,0,unknown,yes
45,married,640,yes,no,447,1,0,unknown,yes
25,single,253,no,no,597,1,0,unknown,yes
41,married,5060,no,no,963,1,3,success,yes
38,divorced,902,yes,no,301,3,1,success,yes
47,married,335,no,no,417,1,1,success,yes
49,married,1,no,no,1076,3,1,success,yes
42,single,1451,yes,no,251,4,0,unknown,yes
33,single,1636,yes,no,592,1,1,success,yes
36,married,3221,no,no,322,11,0,unknown,yes
60,married,316,no,no,545,2,4,failure,yes
33,married,2044,yes,no,532,3,0,unknown,yes
33,married,557,no,no,367,1,0,unknown,yes
33,single,489,yes,no,297,4,1,other,yes
32,single,1138,no,no,214,3,3,success,yes
36,married,188,yes,yes,1046,3,2,success,yes
45,married,1998,no,no,237,5,0,unknown,yes
35,married,520,yes,no,458,3,5,failure,yes
38,divorced,6368,yes,no,922,4,0,unknown,yes
30,married,2666,no,no,781,3,1,success,yes
31,married,4182,yes,no,347,2,0,unknown,yes
32,divorced,3271,no,no,949,3,0,unknown,yes
44,married,163,yes,no,364,3,0,unknown,yes
39,single,1515,yes,no,815,6,6,failure,yes
45,married,803,yes,no,742,4,0,unknown,yes
32,single,400,no,no,268,3,0,unknown,yes
39,single,2454,yes,no,716,3,2,failure,yes
30,single,533,no,no,365,4,0,unknown,yes
63,married,2352,no,no,475,7,0,unknown,yes
56,married,9367,no,no,617,2,0,unknown,yes
26,single,237,yes,no,1091,3,0,unknown,yes
37,single,444,no,no,1063,5,0,unknown,yes
29,single,9407,no,no,267,6,0,unknown,yes
24,single,387,no,no,340,8,0,unknown,yes
35,married,2971,no,no,429,4,2,failure,yes
43,married,2643,no,no,331,5,0,unknown,yes
39,married,261,no,no,841,4,0,unknown,yes
59,divorced,514,no,no,673,6,1,success,yes
50,married,5872,yes,no,762,3,0,unknown,yes
44,divorced,-368,yes,no,895,1,0,unknown,yes
35,single,188,yes,no,863,1,8,success,yes
30,married,61,yes,no,525,1,0,unknown,yes
58,married,2160,yes,yes,1090,1,0,unknown,yes
37,married,658,yes,no,838,1,0,unknown,yes
39,married,0,yes,no,811,2,0,unknown,yes
31,single,196,yes,no,568,1,7,failure,yes
33,single,94,yes,no,955,2,0,unknown,yes
41,married,326,yes,no,788,1,0,unknown,yes
44,married,-395,yes,no,894,1,0,unknown,yes
46,married,9328,yes,no,725,3,0,unknown,yes
30,single,-522,yes,yes,670,2,6,failure,yes
35,married,1286,yes,no,862,3,1,other,yes
27,married,710,yes,yes,653,1,2,success,yes
39,divorced,3,no,no,488,1,0,unknown,yes
32,single,0,yes,no,767,1,0,unknown,yes
37,divorced,141,yes,no,848,1,3,failure,yes
31,single,53,yes,yes,530,1,0,unknown,yes
30,divorced,415,yes,yes,984,1,4,failure,yes
34,married,0,yes,no,611,1,1,failure,yes
31,single,1979,yes,yes,1205,1,0,unknown,yes
27,married,0,yes,no,837,1,0,unknown,yes
36,single,7506,yes,no,839,2,1,success,yes
32,married,752,yes,no,519,2,5,failure,yes
49,married,99,yes,no,687,2,1,failure,yes
29,single,266,yes,no,540,1,0,unknown,yes
29,single,27,yes,no,754,1,0,unknown,yes
28,single,524,yes,no,554,2,0,unknown,yes
60,married,5990,yes,no,396,3,0,unknown,yes
33,married,3935,yes,no,765,1,2,failure,yes
35,married,991,yes,no,1489,3,0,unknown,yes
31,single,59,yes,yes,1347,2,1,failure,yes
40,married,1598,yes,yes,1074,4,3,failure,yes
29,married,0,yes,no,667,2,0,unknown,yes
35,married,802,yes,no,686,2,0,unknown,yes
32,married,2465,yes,yes,923,1,0,unknown,yes
26,single,114,yes,no,457,1,0,unknown,yes
42,married,1461,yes,no,757,2,3,failure,yes
33,single,475,yes,no,1046,1,0,unknown,yes
36,single,4,yes,no,855,2,1,failure,yes
35,single,1618,yes,yes,542,1,0,unknown,yes
30,single,-271,yes,no,609,1,1,success,yes
59,single,2166,yes,yes,574,1,0,unknown,yes
44,married,4031,yes,no,983,4,0,unknown,yes
50,married,5024,yes,yes,661,1,11,other,yes
51,married,-1944,yes,no,623,1,0,unknown,yes
51,married,3025,no,no,476,1,1,other,yes
60,married,2090,yes,no,957,2,0,unknown,yes
29,single,0,yes,no,347,2,6,failure,yes
43,married,1429,yes,no,1030,1,3,success,yes
31,single,0,yes,no,895,2,2,failure,yes
26,single,311,yes,no,798,2,0,unknown,yes
23,married,66,yes,no,1391,2,0,unknown,yes
49,single,2146,yes,no,1516,2,2,other,yes
42,married,356,yes,no,787,3,2,failure,yes
39,married,62,yes,no,877,3,0,unknown,yes
45,married,-106,yes,yes,553,3,1,other,yes
45,divorced,608,yes,yes,1135,3,30,failure,yes
39,divorced,291,yes,no,882,2,0,unknown,yes
45,divorced,-184,yes,no,878,3,5,failure,yes
39,single,2345,yes,no,491,2,2,failure,yes
23,single,4,yes,no,763,1,0,unknown,yes
57,married,6005,yes,no,704,1,6,failure,yes
32,married,333,yes,no,501,2,0,unknown,yes
29,single,3041,yes,no,606,3,0,unknown,yes
42,married,4,yes,no,579,2,1,success,yes
47,divorced,603,yes,yes,1080,1,0,unknown,yes
36,married,0,yes,no,308,3,0,unknown,yes
57,married,830,yes,yes,662,1,1,success,yes
36,single,962,yes,no,568,1,0,unknown,yes
53,single,185,yes,no,1448,2,0,unknown,yes
56,divorced,-9,yes,yes,728,1,0,unknown,yes
33,divorced,891,no,no,398,2,0,unknown,yes
59,married,148,yes,yes,685,2,1,other,yes
47,married,1374,no,yes,479,2,3,failure,yes
42,married,-556,yes,yes,682,3,3,failure,yes
38,single,1612,yes,no,423,1,0,unknown,yes
40,married,0,yes,no,657,1,0,unknown,yes
41,single,-109,yes,yes,1038,1,1,failure,yes
43,divorced,580,yes,no,1514,1,2,failure,yes
24,married,4500,yes,no,733,2,0,unknown,yes
40,married,-192,yes,no,666,1,0,unknown,yes
40,married,-438,no,no,1017,1,0,unknown,yes
34,single,-701,yes,no,610,2,0,unknown,yes
36,single,1400,yes,no,608,3,0,unknown,yes
38,married,5293,yes,no,475,1,6,failure,yes
39,married,785,yes,no,1232,2,0,unknown,yes
25,single,373,yes,no,819,2,0,unknown,yes
39,married,763,yes,no,877,7,2,other,yes
41,married,1236,yes,no,911,3,0,unknown,yes
36,divorced,-811,yes,no,365,2,0,unknown,yes
34,married,7279,yes,no,882,1,0,unknown,yes
34,divorced,479,yes,no,515,1,5,failure,yes
38,single,199,yes,no,1203,1,1,failure,yes
40,married,1808,yes,no,560,1,0,unknown,yes
31,married,2,yes,yes,703,4,0,unknown,yes
37,married,-106,yes,yes,690,1,0,unknown,yes
58,married,670,yes,no,1272,1,0,unknown,yes
48,divorced,-361,yes,no,1062,3,3,other,yes
35,married,159,yes,yes,826,1,0,unknown,yes
34,single,151,yes,no,590,1,1,other,yes
51,married,518,yes,no,918,1,0,unknown,yes
39,single,5073,yes,no,1182,1,4,failure,yes
39,married,607,yes,no,454,2,3,failure,yes
36,divorced,-308,yes,no,725,1,0,unknown,yes
47,married,367,yes,no,309,1,4,success,yes
35,single,855,yes,no,549,1,1,success,yes
33,married,1240,yes,no,844,1,0,unknown,yes
47,married,663,yes,yes,409,1,6,other,yes
38,single,895,yes,no,1531,1,0,unknown,yes
46,married,804,yes,no,1063,2,1,success,yes
42,married,-407,yes,yes,829,7,0,unknown,yes
47,married,802,yes,yes,289,2,0,unknown,yes
37,single,912,yes,no,637,3,22,other,yes
31,single,355,yes,no,609,1,0,unknown,yes
46,married,3,yes,yes,614,3,0,unknown,yes
36,single,0,yes,no,398,6,0,unknown,yes
40,married,1836,yes,no,750,2,0,unknown,yes
39,married,1425,yes,no,775,3,0,unknown,yes
45,divorced,963,yes,no,528,5,0,unknown,yes
59,married,145,yes,no,556,2,13,success,yes
34,married,634,no,yes,737,3,0,unknown,yes
40,married,87,yes,no,477,3,0,unknown,yes
50,married,-522,yes,no,863,3,0,unknown,yes
36,married,319,yes,no,774,2,1,failure,yes
35,single,0,yes,no,1073,1,0,unknown,yes
36,single,478,yes,no,610,1,0,unknown,yes
35,single,-276,yes,no,850,1,0,unknown,yes
47,married,4227,yes,no,659,1,0,unknown,yes
47,single,2785,yes,no,570,1,0,unknown,yes
38,married,1401,no,no,516,1,0,unknown,yes
33,single,0,yes,no,585,1,0,unknown,yes
38,married,1852,yes,no,606,1,0,unknown,yes
39,married,462,yes,no,590,1,0,unknown,yes
43,single,800,yes,no,902,1,0,unknown,yes
33,married,221,yes,no,669,1,4,failure,yes
34,married,1089,yes,no,394,3,0,unknown,yes
28,divorced,451,yes,no,302,1,1,success,yes
34,married,496,yes,no,333,1,0,unknown,yes
42,single,1080,yes,yes,951,3,4,failure,yes
33,married,1064,yes,no,562,1,0,unknown,yes
39,married,297,yes,no,734,2,0,unknown,yes
32,single,3,yes,no,568,1,0,unknown,yes
34,single,76,yes,no,747,2,3,failure,yes
32,single,398,yes,no,716,1,0,unknown,yes
48,divorced,83,yes,no,1101,1,0,unknown,yes
31,married,879,yes,no,394,1,0,unknown,yes
33,married,210,yes,no,1207,2,0,unknown,yes
48,divorced,-276,yes,yes,674,1,0,unknown,yes
33,single,863,yes,no,622,3,0,unknown,yes
30,single,228,yes,no,314,2,0,unknown,yes
35,single,1396,yes,no,809,1,1,failure,yes
51,divorced,-19,yes,no,829,1,11,failure,yes
38,single,2253,yes,no,937,3,0,unknown,yes
39,single,0,yes,yes,1975,5,0,unknown,yes
27,single,265,yes,no,1119,2,0,unknown,yes
50,divorced,-54,yes,yes,698,2,1,failure,yes
34,single,3821,yes,no,649,2,0,unknown,yes
38,divorced,0,yes,no,531,2,0,unknown,yes
29,divorced,-7,yes,no,1279,3,0,unknown,yes
40,married,830,yes,no,873,3,2,failure,yes
32,single,0,yes,yes,440,2,0,unknown,yes
38,married,4406,yes,no,689,2,0,unknown,yes
36,divorced,437,yes,no,722,2,1,success,yes
28,single,54,yes,no,533,1,1,other,yes
49,married,-454,yes,no,558,1,0,unknown,yes
26,single,1006,yes,no,667,1,0,unknown,yes
44,divorced,2999,yes,no,717,1,0,unknown,yes
49,married,85,yes,no,590,5,1,other,yes
31,single,17924,yes,no,745,1,3,failure,yes
55,divorced,8180,no,no,854,2,1,failure,yes
32,married,2431,yes,no,646,5,0,unknown,yes
35,married,341,yes,no,345,1,0,unknown,yes
35,single,4963,yes,no,456,1,1,failure,yes
31,married,8781,yes,no,680,1,1,success,yes
28,divorced,-504,yes,yes,578,1,0,unknown,yes
39,married,1738,yes,no,633,1,1,other,yes
48,married,214,yes,yes,307,1,2,failure,yes
32,married,684,yes,no,607,3,0,unknown,yes
41,married,580,yes,no,874,1,1,failure,yes
34,married,273,yes,no,492,1,2,failure,yes
32,single,811,yes,no,563,1,0,unknown,yes
34,married,0,yes,yes,1020,1,0,unknown,yes
36,divorced,1354,yes,no,1723,1,2,success,yes
29,divorced,-254,yes,no,406,2,0,unknown,yes
54,divorced,-449,yes,no,691,1,0,unknown,yes
29,married,7863,yes,no,1129,1,0,unknown,yes
35,divorced,336,yes,no,191,1,2,failure,yes
36,married,1049,yes,no,224,4,0,unknown,yes
37,married,6089,yes,no,616,2,0,unknown,yes
37,divorced,-42,yes,no,668,2,0,unknown,yes
31,single,953,yes,no,479,1,2,success,yes
33,single,315,yes,yes,888,3,0,unknown,yes
59,divorced,5845,no,no,1060,2,0,unknown,yes
30,married,378,yes,no,566,2,0,unknown,yes
53,divorced,765,yes,no,959,3,7,other,yes
26,married,5795,yes,no,1094,2,0,unknown,yes
30,single,315,yes,no,884,3,4,failure,yes
35,single,916,yes,no,460,2,0,unknown,yes
34,married,124,yes,no,604,4,2,other,yes
33,married,207,yes,no,629,4,0,unknown,yes
59,married,422,yes,no,647,4,0,unknown,yes
36,single,125,yes,no,676,3,0,unknown,yes
34,single,2,yes,no,153,2,0,unknown,yes
39,single,7066,yes,no,667,3,3,other,yes
42,married,146,yes,yes,670,4,1,failure,yes
60,divorced,496,yes,no,655,2,0,unknown,yes
56,single,-40,yes,no,311,1,2,failure,yes
30,single,140,yes,no,760,1,0,unknown,yes
26,married,77,yes,no,619,1,4,failure,yes
35,married,22,yes,no,1190,2,2,other,yes
22,single,-51,yes,no,859,1,0,unknown,yes
26,single,26,yes,yes,899,1,0,unknown,yes
28,single,154,yes,no,536,1,1,other,yes
35,divorced,534,no,no,669,1,3,failure,yes
35,married,1265,yes,no,326,5,4,failure,yes
55,married,-466,yes,no,901,1,0,unknown,yes
32,married,38,yes,no,744,1,0,unknown,yes
28,single,703,yes,no,485,1,1,other,yes
31,married,685,yes,no,552,1,3,failure,yes
23,single,780,yes,no,416,1,0,unknown,yes
26,single,-67,yes,no,637,1,0,unknown,yes
46,married,1085,yes,yes,523,2,58,other,yes
34,married,29,yes,no,285,5,0,unknown,yes
60,single,560,no,no,730,5,0,unknown,yes
28,single,22,yes,no,536,2,0,unknown,yes
29,married,6567,yes,no,792,2,1,failure,yes
39,married,2139,yes,no,576,4,1,failure,yes
54,married,582,yes,no,693,5,2,failure,yes
34,single,194,yes,yes,1015,1,0,unknown,yes
27,single,353,yes,no,663,1,0,unknown,yes
28,single,341,yes,no,437,3,3,other,yes
39,married,-172,yes,no,562,2,0,unknown,yes
60,divorced,-639,yes,no,585,1,0,unknown,yes
26,single,864,yes,no,659,1,0,unknown,yes
32,married,134,yes,yes,532,3,0,unknown,yes
40,single,50,no,no,837,1,0,unknown,yes
25,single,507,yes,no,832,1,3,failure,yes
48,married,480,yes,no,830,1,2,failure,yes
37,single,-22,yes,no,317,1,0,unknown,yes
39,divorced,878,yes,no,611,5,0,unknown,yes
40,married,2574,yes,no,432,1,1,failure,yes
31,single,2734,yes,no,858,3,0,unknown,yes
42,divorced,241,yes,no,1012,3,0,unknown,yes
51,married,129,yes,no,611,2,0,unknown,yes
28,single,41,yes,no,885,3,2,other,yes
32,married,3387,yes,no,1111,5,0,unknown,yes
36,single,148,yes,no,1357,4,2,failure,yes
36,married,249,yes,no,709,5,0,unknown,yes
38,single,5774,yes,no,406,4,5,other,yes
36,single,0,yes,no,1002,4,0,unknown,yes
40,married,1841,yes,no,880,4,0,unknown,yes
37,married,2120,yes,no,655,3,4,failure,yes
51,single,297,yes,no,415,4,1,failure,yes
34,divorced,89,yes,no,1871,4,0,unknown,yes
56,married,827,yes,no,462,4,0,unknown,yes
35,married,205,yes,yes,1313,7,1,failure,yes
34,married,3743,yes,no,722,4,0,unknown,yes
39,married,117,yes,no,1032,2,0,unknown,yes
29,married,-493,yes,no,536,2,4,failure,yes
33,single,62,yes,no,473,3,0,unknown,yes
40,single,2040,yes,no,906,2,2,failure,yes
22,single,344,yes,no,347,1,0,unknown,yes
32,single,230,yes,no,442,1,8,failure,yes
33,single,1277,yes,no,827,1,0,unknown,yes
29,married,104,yes,no,903,4,0,unknown,yes
29,single,706,yes,no,1340,1,0,unknown,yes
24,single,174,yes,yes,487,1,0,unknown,yes
31,single,239,yes,no,666,1,1,success,yes
27,single,513,yes,yes,351,1,0,unknown,yes
32,single,7290,yes,no,357,1,0,unknown,yes
30,single,5909,yes,no,420,2,0,unknown,yes
27,single,-195,yes,no,391,1,0,unknown,yes
55,married,3917,yes,no,565,1,0,unknown,yes
28,single,352,yes,yes,431,1,0,unknown,yes
29,single,615,yes,no,373,1,0,unknown,yes
55,divorced,0,no,no,616,1,1,success,yes
25,single,217,yes,no,504,1,0,unknown,yes
36,single,1015,yes,no,1008,1,2,success,yes
27,married,409,yes,no,525,1,0,unknown,yes
25,single,1119,yes,no,1063,1,0,unknown,yes
32,single,12198,yes,no,178,1,0,unknown,yes
33,single,235,yes,no,525,1,0,unknown,yes
38,married,170,yes,no,442,1,0,unknown,yes
45,divorced,-357,yes,yes,618,1,2,failure,yes
30,single,2145,yes,no,727,2,0,unknown,yes
32,married,-454,yes,yes,801,5,2,failure,yes
26,single,-887,yes,no,827,2,0,unknown,yes
25,single,292,yes,yes,1027,2,0,unknown,yes
33,married,139,yes,yes,732,2,5,failure,yes
32,single,2684,yes,no,542,2,0,unknown,yes
34,married,-1,yes,no,1057,6,1,other,yes
29,married,1387,yes,no,256,2,0,unknown,yes
28,married,-522,yes,yes,638,2,0,unknown,yes
38,single,-242,yes,no,1173,3,6,success,yes
35,single,719,yes,no,1359,3,3,failure,yes
28,single,0,yes,yes,390,5,0,unknown,yes
29,single,497,yes,no,642,3,6,success,yes
20,single,76,yes,no,639,2,0,unknown,yes
45,divorced,397,yes,yes,582,1,2,success,yes
37,married,3723,no,no,354,1,0,unknown,yes
32,single,1625,no,no,796,1,1,failure,yes
59,married,106,no,no,186,1,0,unknown,yes
37,married,1543,yes,no,298,1,6,failure,yes
59,married,2239,no,no,431,1,0,unknown,yes
27,divorced,1977,yes,no,449,1,0,unknown,yes
39,single,0,yes,no,271,1,3,success,yes
43,married,2145,no,no,271,1,3,failure,yes
39,married,116,no,no,554,2,0,unknown,yes
26,single,620,no,no,223,1,1,success,yes
39,single,307,no,no,182,2,0,unknown,yes
43,divorced,7702,no,no,460,1,2,success,yes
27,single,3733,yes,no,198,1,6,success,yes
32,single,3993,no,no,148,2,0,unknown,yes
29,single,428,no,no,293,2,0,unknown,yes
42,married,5310,yes,no,545,2,1,success,yes
53,married,2509,no,no,231,2,0,unknown,yes
36,married,255,no,no,970,2,2,other,yes
27,single,616,yes,no,685,1,1,other,yes
43,single,733,yes,no,282,1,3,success,yes
60,divorced,439,no,yes,464,1,1,failure,yes
29,single,590,no,no,124,1,0,unknown,yes
26,single,567,no,no,421,1,0,unknown,yes
26,single,689,no,no,678,2,0,unknown,yes
28,single,386,no,no,867,1,0,unknown,yes
28,single,0,yes,no,269,1,2,failure,yes
28,single,957,no,no,915,2,0,unknown,yes
40,married,312,no,no,612,7,0,unknown,yes
24,single,167,no,yes,288,1,2,success,yes
56,divorced,13094,no,no,1064,1,0,unknown,yes
34,single,5086,no,no,213,4,0,unknown,yes
28,single,707,yes,no,226,1,0,unknown,yes
37,married,466,yes,yes,377,1,0,unknown,yes
32,single,152,yes,no,158,2,0,unknown,yes
43,divorced,1612,no,no,262,2,1,other,yes
36,married,911,yes,yes,117,2,3,failure,yes
35,single,27,yes,no,214,1,1,other,yes
29,single,6,no,no,315,1,0,unknown,yes
27,single,253,no,no,242,2,0,unknown,yes
32,single,705,yes,no,414,2,4,failure,yes
33,single,109,yes,yes,601,2,7,failure,yes
24,single,23878,no,no,133,1,1,success,yes
58,married,3399,no,no,1078,1,7,other,yes
43,married,79,no,no,640,1,0,unknown,yes
26,married,243,no,no,482,1,0,unknown,yes
31,single,138,no,no,91,1,2,other,yes
25,single,1317,no,no,176,1,0,unknown,yes
58,married,2714,no,no,165,1,2,failure,yes
48,divorced,17964,yes,no,208,2,3,other,yes
60,married,846,no,no,1346,1,0,unknown,yes
25,single,326,no,no,390,1,0,unknown,yes
26,single,100,no,no,445,1,0,unknown,yes
25,single,304,no,no,226,2,0,unknown,yes
26,single,39,no,no,396,3,0,unknown,yes
32,single,312,no,no,208,2,2,success,yes
25,married,906,no,no,253,1,0,unknown,yes
21,single,524,no,no,185,1,0,unknown,yes
41,single,1081,no,no,229,3,0,unknown,yes
30,single,983,yes,no,189,2,0,unknown,yes
47,divorced,2232,no,no,439,1,1,success,yes
37,married,1967,no,no,242,1,1,success,yes
34,married,1406,yes,no,145,1,0,unknown,yes
28,single,157,no,no,155,3,0,unknown,yes
24,single,0,yes,no,122,2,0,unknown,yes
26,single,2509,no,no,776,3,3,success,yes
35,married,1368,no,no,329,1,2,other,yes
54,divorced,3076,no,no,367,2,0,unknown,yes
44,married,7818,no,no,412,1,0,unknown,yes
56,single,4118,no,no,165,1,0,unknown,yes
25,single,760,yes,no,223,3,2,failure,yes
25,single,277,no,no,311,2,0,unknown,yes
50,married,253,no,no,513,9,0,unknown,yes
55,married,602,no,no,324,3,2,success,yes
57,married,473,no,no,295,1,0,unknown,yes
48,married,1167,yes,yes,264,1,0,unknown,yes
25,single,343,no,no,377,1,0,unknown,yes
49,married,1808,yes,no,205,1,1,success,yes
25,single,1199,no,no,287,1,0,unknown,yes
38,divorced,70,no,no,263,1,0,unknown,yes
45,married,1723,no,no,166,2,0,unknown,yes
33,married,1323,no,no,327,1,0,unknown,yes
45,married,2552,no,no,69,1,7,failure,yes
26,single,2613,no,no,326,1,0,unknown,yes
49,married,0,no,no,1460,1,0,unknown,yes
25,single,938,no,no,1048,1,0,unknown,yes
53,married,284,no,no,781,1,0,unknown,yes
43,married,1059,no,yes,335,2,0,unknown,yes
49,married,1684,no,yes,412,2,0,unknown,yes
54,married,534,no,no,177,2,0,unknown,yes
47,married,293,no,no,251,1,1,success,yes
34,married,262,no,no,339,1,0,unknown,yes
54,divorced,0,no,no,174,1,2,success,yes
43,divorced,2367,no,no,114,1,2,other,yes
23,single,31,no,no,192,1,0,unknown,yes
48,married,3842,no,no,215,2,0,unknown,yes
30,single,3343,no,no,235,1,0,unknown,yes
38,single,804,no,no,1087,1,0,unknown,yes
34,single,1011,no,no,253,1,0,unknown,yes
52,single,-528,yes,yes,1144,2,0,unknown,yes
27,single,1840,no,no,220,1,8,other,yes
40,married,1451,no,no,314,1,0,unknown,yes
47,married,2351,no,no,163,2,1,success,yes
26,single,1623,no,no,479,1,0,unknown,yes
37,married,597,no,no,395,1,0,unknown,yes
34,married,611,no,no,350,1,0,unknown,yes
26,single,313,no,yes,199,1,2,success,yes
44,married,1954,no,no,294,1,0,unknown,yes
29,single,307,yes,no,690,1,0,unknown,yes
40,single,7968,no,no,596,1,0,unknown,yes
43,married,2160,no,no,169,1,0,unknown,yes
52,divorced,1005,yes,no,195,1,0,unknown,yes
38,married,1988,no,no,103,1,4,success,yes
33,divorced,1117,no,no,417,1,0,unknown,yes
50,married,3370,no,no,160,2,0,unknown,yes
53,married,109,no,no,270,1,0,unknown,yes
42,married,1376,yes,no,271,2,4,success,yes
49,married,523,yes,no,712,1,3,failure,yes
27,single,15161,no,no,74,1,1,success,yes
32,married,653,no,no,84,1,0,unknown,yes
31,single,64,no,no,261,2,0,unknown,yes
29,single,1165,no,no,245,1,0,unknown,yes
49,married,7019,yes,no,263,1,3,failure,yes
46,married,1568,yes,no,310,1,6,other,yes
57,married,3109,no,no,482,2,0,unknown,yes
28,single,4987,no,no,924,2,21,success,yes
37,married,189,no,no,253,2,0,unknown,yes
38,married,2467,no,no,192,1,0,unknown,yes
49,married,5887,no,no,181,3,2,failure,yes
35,married,1354,no,no,250,2,0,unknown,yes
29,married,23,yes,no,163,1,2,failure,yes
52,married,0,no,no,541,3,0,unknown,yes
34,married,978,no,no,262,2,1,success,yes
60,married,294,no,no,206,4,0,unknown,yes
32,married,409,no,no,115,2,2,success,yes
27,single,261,yes,yes,592,4,0,unknown,yes
